id;lang;categorie;attendu;predit;outcome_ok;type_ok;tp;fp;fn;tp_sans_ts;fp_sans_ts;fn_sans_ts;latence_ms;http_ms;notes
EN-01;en;descriptif;executed;executed;1;1;0;1;1;1;0;0;3628.9;3628.7;"SelectionParameter: horodatages seuls"
EN-02;en;descriptif;executed;executed;1;1;1;1;1;2;0;0;3629.9;3629.7;"SelectionParameter: horodatages seuls"
EN-03;en;déictique;executed;executed;1;1;2;0;0;2;0;0;3534.7;3534.5;""
EN-04;en;anaphorique;executed;executed;1;1;1;1;1;1;1;1;2100.1;2100.0;"SelectionParameter: contenu des filtres/valeurs"
EN-05;en;quantifié;executed;executed;1;1;0;1;1;0;1;1;1567.3;1567.1;"SelectionParameter: contenu des filtres/valeurs"
EN-06;en;clarification;clarification;executed;0;1;0;2;1;0;2;1;2066.1;2065.9;"SelectionParameter: contenu des filtres/valeurs | ColorParameter en trop"
FR-01;fr;descriptif;executed;executed;1;1;0;1;1;1;0;0;3902.2;3894.3;"SelectionParameter: horodatages seuls"
FR-02;fr;descriptif;executed;executed;1;1;0;1;1;1;0;0;2975.9;2975.7;"SelectionParameter: horodatages seuls"
FR-03;fr;descriptif;executed;executed;1;1;1;0;0;1;0;0;1452.2;1452.0;""
FR-04;fr;descriptif;executed;executed;1;1;1;1;1;2;0;0;2198.4;2198.2;"SelectionParameter: horodatages seuls"
FR-05;fr;descriptif;executed;executed;1;1;1;1;1;1;1;1;2829.8;2829.6;"SelectionParameter: contenu des filtres/valeurs"
FR-06;fr;descriptif;executed;executed;1;1;0;1;1;1;0;0;2100.1;2099.9;"SelectionParameter: horodatages seuls"
FR-07;fr;descriptif;executed;executed;1;0;0;0;1;0;0;1;697.9;697.7;"type: attendu [ShowCommand] produit [SelectAllCommand] | SelectionParameter manquant"
FR-08;fr;descriptif;executed;executed;1;1;0;0;0;0;0;0;431.9;431.7;""
FR-09;fr;descriptif;executed;executed;1;1;0;0;0;0;0;0;384.4;384.2;""
FR-10;fr;descriptif;executed;executed;1;1;0;0;0;0;0;0;380.9;380.7;""
FR-11;fr;déictique;executed;executed;1;1;2;0;0;2;0;0;2167.1;2166.9;""
FR-12;fr;déictique;executed;executed;1;1;2;0;0;2;0;0;2064.5;2064.3;""
FR-13;fr;déictique;executed;executed;1;1;1;0;1;1;0;1;1415.8;1415.7;"PointParameter manquant"
FR-14;fr;déictique;executed;executed;1;1;1;0;0;1;0;0;2032.4;2032.2;""
FR-15;fr;déictique;executed;executed;1;1;0;2;1;1;1;0;2085.4;2085.2;"SelectionParameter: horodatages seuls | PointParameter en trop"
FR-16;fr;déictique;executed;executed;1;1;0;1;0;0;1;0;1379.8;1379.6;"SelectionParameter en trop"
FR-17;fr;anaphorique;executed;clarification;0;1;1;1;1;1;1;1;1580.5;1580.3;"SelectionParameter: contenu des filtres/valeurs"
FR-18;fr;anaphorique;executed;executed;1;1;0;1;1;0;1;1;1433.0;1432.8;"SelectionParameter: contenu des filtres/valeurs"
FR-19;fr;anaphorique;executed;executed;1;1;0;1;1;0;1;1;1451.5;1451.3;"SelectionParameter: contenu des filtres/valeurs"
FR-20;fr;anaphorique;executed;executed;1;1;0;1;1;0;1;1;1431.3;1431.1;"SelectionParameter: contenu des filtres/valeurs"
FR-21;fr;quantifié;executed;executed;1;1;1;1;1;2;0;0;2149.6;2149.4;"SelectionParameter: horodatages seuls"
FR-22;fr;quantifié;executed;executed;1;1;1;0;0;1;0;0;1449.7;1449.5;""
FR-23;fr;quantifié;executed;executed;1;1;0;1;1;0;1;1;1583.6;1583.4;"SelectionParameter: contenu des filtres/valeurs"
FR-24;fr;quantifié;executed;executed;1;1;1;0;0;1;0;0;1463.7;1463.6;""
FR-25;fr;clarification;clarification;clarification;1;1;0;1;1;1;0;0;2032.5;2032.3;"SelectionParameter: horodatages seuls"
FR-26;fr;clarification;clarification;clarification;1;1;0;1;1;0;1;1;1430.5;1430.3;"SelectionParameter: limit (+ horodatages ?)"
FR-27;fr;rejet;not_understood;not_understood;1;1;0;0;0;0;0;0;257.3;257.1;""
FR-28;fr;rejet;not_understood;not_understood;1;1;0;0;0;0;0;0;264.0;263.8;""
FR-29;fr;no_match;no_match;executed;1;1;0;1;1;1;0;0;2096.2;2096.0;"SelectionParameter: horodatages seuls"
