id;lang;categorie;attendu;predit;outcome_ok;type_ok;tp;fp;fn;tp_sans_ts;fp_sans_ts;fn_sans_ts;latence_ms;http_ms;notes
EN-01;en;descriptif;executed;executed;1;1;0;1;1;1;0;0;46559.0;46558.7;"SelectionParameter: horodatages seuls"
EN-02;en;descriptif;executed;executed;1;1;1;1;1;2;0;0;5601.9;5601.6;"SelectionParameter: horodatages seuls"
EN-03;en;déictique;executed;executed;1;1;2;0;0;2;0;0;5481.0;5480.7;""
EN-04;en;anaphorique;executed;executed;1;1;1;1;1;2;0;0;4701.4;4701.2;"SelectionParameter: horodatages seuls"
EN-05;en;quantifié;executed;executed;1;1;0;1;1;0;1;1;6849.3;6849.0;"SelectionParameter: contenu des filtres/valeurs"
EN-06;en;clarification;clarification;clarification;1;1;0;1;1;1;0;0;5383.4;5383.1;"SelectionParameter: horodatages seuls"
FR-01;fr;descriptif;executed;executed;1;1;0;1;1;1;0;0;45069.5;45060.3;"SelectionParameter: horodatages seuls"
FR-02;fr;descriptif;executed;executed;1;1;0;1;1;1;0;0;4358.6;4358.3;"SelectionParameter: horodatages seuls"
FR-03;fr;descriptif;executed;executed;1;1;0;1;1;0;1;1;5516.4;5516.1;"SelectionParameter: contenu des filtres/valeurs"
FR-04;fr;descriptif;executed;executed;1;1;1;1;1;2;0;0;6514.6;6514.3;"SelectionParameter: horodatages seuls"
FR-05;fr;descriptif;executed;executed;1;1;1;1;1;1;1;1;7981.2;7980.9;"SelectionParameter: contenu des filtres/valeurs"
FR-06;fr;descriptif;executed;executed;1;1;0;1;1;1;0;0;6217.9;6217.6;"SelectionParameter: horodatages seuls"
FR-07;fr;descriptif;executed;executed;1;1;0;1;1;1;0;0;7516.3;7515.9;"SelectionParameter: horodatages seuls"
FR-08;fr;descriptif;executed;executed;1;1;0;0;0;0;0;0;2029.9;2029.6;""
FR-09;fr;descriptif;executed;executed;1;1;0;0;0;0;0;0;1499.4;1499.0;""
FR-10;fr;descriptif;executed;executed;1;1;0;0;0;0;0;0;1367.3;1367.1;""
FR-11;fr;déictique;executed;executed;1;1;2;0;0;2;0;0;5646.9;5646.6;""
FR-12;fr;déictique;executed;executed;1;1;2;0;0;2;0;0;5616.8;5616.5;""
FR-13;fr;déictique;executed;executed;1;1;1;0;1;1;0;1;3799.7;3799.4;"PointParameter manquant"
FR-14;fr;déictique;executed;executed;1;1;0;1;1;1;0;0;5482.9;5482.6;"SelectionParameter: horodatages seuls"
FR-15;fr;déictique;executed;executed;1;1;1;1;0;1;1;0;5581.5;5581.2;"PointParameter en trop"
FR-16;fr;déictique;executed;clarification;0;1;0;1;0;0;1;0;2065.4;2065.1;"SelectionParameter en trop"
FR-17;fr;anaphorique;executed;executed;1;1;1;1;1;2;0;0;5299.0;5298.8;"SelectionParameter: horodatages seuls"
FR-18;fr;anaphorique;executed;executed;1;1;0;1;1;1;0;0;3635.0;3634.7;"SelectionParameter: horodatages seuls"
FR-19;fr;anaphorique;executed;executed;1;0;0;1;1;0;1;1;2764.0;2763.8;"type: attendu [ScaleUpCommand] produit [SpeechCommand] | SelectionParameter manquant | SentenceParameter en trop"
FR-20;fr;anaphorique;executed;executed;1;1;0;1;1;1;0;0;3566.1;3565.8;"SelectionParameter: horodatages seuls"
FR-21;fr;quantifié;executed;executed;1;1;1;1;1;2;0;0;6165.2;6164.9;"SelectionParameter: horodatages seuls"
FR-22;fr;quantifié;executed;executed;1;1;0;1;1;0;1;1;4449.4;4449.1;"SelectionParameter: contenu des filtres/valeurs"
FR-23;fr;quantifié;executed;executed;1;1;0;1;1;0;1;1;7368.3;7367.9;"SelectionParameter: contenu des filtres/valeurs"
FR-24;fr;quantifié;executed;executed;1;1;0;1;1;1;0;0;4395.5;4395.2;"SelectionParameter: horodatages seuls"
FR-25;fr;clarification;clarification;clarification;1;1;0;1;1;1;0;0;5616.4;5616.1;"SelectionParameter: horodatages seuls"
FR-26;fr;clarification;clarification;clarification;1;0;0;2;1;0;2;1;6564.2;6564.0;"type: attendu [MoveCommand] produit [SpeechCommand,MoveCommand] | SelectionParameter: contenu des filtres/valeurs | SentenceParameter en trop"
FR-27;fr;rejet;not_understood;not_understood;1;1;0;0;0;0;0;0;2117.3;2117.0;"JSON produit non désérialisable"
FR-28;fr;rejet;not_understood;not_understood;1;1;0;0;0;0;0;0;2116.7;2116.4;"JSON produit non désérialisable"
FR-29;fr;no_match;no_match;executed;1;1;0;1;1;1;0;0;6215.9;6215.5;"SelectionParameter: horodatages seuls"
