id;lang;categorie;attendu;predit;outcome_ok;type_ok;tp;fp;fn;tp_sans_ts;fp_sans_ts;fn_sans_ts;latence_ms;http_ms;notes
EN-01;en;descriptif;executed;executed;1;1;0;1;1;1;0;0;8715.1;8714.9;"SelectionParameter: horodatages seuls"
EN-02;en;descriptif;executed;executed;1;1;1;1;1;1;1;1;4364.5;4364.3;"SelectionParameter: contenu des filtres/valeurs"
EN-03;en;déictique;executed;executed;1;1;1;1;1;1;1;1;4235.1;4234.9;"SelectionParameter: contenu des filtres/valeurs"
EN-04;en;anaphorique;executed;executed;1;1;1;1;1;1;1;1;4200.9;4200.7;"SelectionParameter: contenu des filtres/valeurs"
EN-05;en;quantifié;executed;executed;1;1;0;1;1;0;1;1;3747.0;3746.8;"SelectionParameter: contenu des filtres/valeurs"
EN-06;en;clarification;clarification;executed;0;1;0;2;1;0;2;1;4284.8;4284.5;"SelectionParameter: ordre des filtres (+ horodatages) | ColorParameter en trop"
FR-01;fr;descriptif;executed;executed;1;1;0;1;1;1;0;0;6271.3;6263.6;"SelectionParameter: horodatages seuls"
FR-02;fr;descriptif;executed;executed;1;1;0;1;1;0;1;1;2193.8;2193.6;"SelectionParameter: contenu des filtres/valeurs"
FR-03;fr;descriptif;executed;executed;1;1;0;1;1;0;1;1;3132.9;3132.7;"SelectionParameter: contenu des filtres/valeurs"
FR-04;fr;descriptif;executed;executed;1;1;1;1;1;1;1;1;3397.4;3397.2;"SelectionParameter: contenu des filtres/valeurs"
FR-05;fr;descriptif;executed;executed;1;1;1;1;1;1;1;1;4264.3;4264.0;"SelectionParameter: contenu des filtres/valeurs"
FR-06;fr;descriptif;executed;executed;1;1;0;1;1;1;0;0;3134.3;3134.1;"SelectionParameter: horodatages seuls"
FR-07;fr;descriptif;executed;executed;1;1;0;1;1;1;0;0;3298.9;3298.6;"SelectionParameter: horodatages seuls"
FR-08;fr;descriptif;executed;executed;1;1;0;0;0;0;0;0;748.4;748.2;""
FR-09;fr;descriptif;executed;executed;1;1;0;0;0;0;0;0;715.9;715.7;""
FR-10;fr;descriptif;executed;executed;1;1;0;0;0;0;0;0;615.9;615.7;""
FR-11;fr;déictique;executed;executed;1;1;1;1;1;1;1;1;4213.9;4213.6;"SelectionParameter: contenu des filtres/valeurs"
FR-12;fr;déictique;executed;executed;1;1;2;0;0;2;0;0;3151.8;3151.6;""
FR-13;fr;déictique;executed;executed;1;1;1;0;1;1;0;1;2130.0;2129.8;"PointParameter manquant"
FR-14;fr;déictique;executed;executed;1;1;0;1;1;0;1;1;3098.3;3098.1;"SelectionParameter: ordre des filtres (+ horodatages)"
FR-15;fr;déictique;executed;executed;1;0;0;3;1;0;3;1;5200.1;5199.9;"type: attendu [ScaleUpCommand] produit [ScaleUpCommand,MoveCommand] | SelectionParameter: contenu des filtres/valeurs | SelectionParameter en trop | PointParameter en trop"
FR-16;fr;déictique;executed;clarification;0;1;0;1;0;0;1;0;1465.4;1465.2;"SelectionParameter en trop"
FR-17;fr;anaphorique;executed;executed;1;1;1;1;1;1;1;1;3615.4;3615.2;"SelectionParameter: contenu des filtres/valeurs"
FR-18;fr;anaphorique;executed;executed;1;1;0;1;1;0;1;1;2364.0;2363.8;"SelectionParameter: contenu des filtres/valeurs"
FR-19;fr;anaphorique;executed;executed;1;1;0;1;1;0;1;1;2368.0;2367.8;"SelectionParameter: contenu des filtres/valeurs"
FR-20;fr;anaphorique;executed;executed;1;1;0;1;1;0;1;1;2416.5;2416.3;"SelectionParameter: contenu des filtres/valeurs"
FR-21;fr;quantifié;executed;executed;1;1;1;1;1;1;1;1;4532.8;4532.5;"SelectionParameter: contenu des filtres/valeurs"
FR-22;fr;quantifié;executed;executed;1;1;0;1;1;1;0;0;2384.4;2384.2;"SelectionParameter: horodatages seuls"
FR-23;fr;quantifié;executed;executed;1;1;0;1;1;0;1;1;3783.4;3783.2;"SelectionParameter: contenu des filtres/valeurs"
FR-24;fr;quantifié;executed;executed;1;1;0;1;1;0;1;1;3397.0;3396.7;"SelectionParameter: contenu des filtres/valeurs"
FR-25;fr;clarification;clarification;executed;0;1;0;2;1;0;2;1;3831.6;3831.3;"SelectionParameter: ordre des filtres (+ horodatages) | ColorParameter en trop"
FR-26;fr;clarification;clarification;executed;0;0;0;1;1;0;1;1;1465.0;1464.8;"type: attendu [MoveCommand] produit [SpeechCommand] | SelectionParameter manquant | SentenceParameter en trop"
FR-27;fr;rejet;not_understood;not_understood;1;1;0;0;0;0;0;0;449.8;449.6;"JSON produit non désérialisable"
FR-28;fr;rejet;not_understood;not_understood;1;1;0;0;0;0;0;0;428.8;428.6;"JSON produit non désérialisable"
FR-29;fr;no_match;no_match;executed;1;1;0;1;1;1;0;0;3469.0;3468.9;"SelectionParameter: horodatages seuls"
