id;lang;categorie;attendu;predit;outcome_ok;type_ok;tp;fp;fn;tp_sans_ts;fp_sans_ts;fn_sans_ts;latence_ms;http_ms;notes
EN-01;en;descriptif;executed;executed;1;1;0;1;1;1;0;0;10160.5;10160.3;"SelectionParameter: horodatages seuls"
EN-02;en;descriptif;executed;executed;1;1;1;1;1;2;0;0;4134.1;4133.9;"SelectionParameter: horodatages seuls"
EN-03;en;déictique;executed;executed;1;1;2;0;0;2;0;0;4567.4;4567.2;""
EN-04;en;anaphorique;executed;executed;1;1;1;1;1;2;0;0;3665.6;3665.3;"SelectionParameter: horodatages seuls"
EN-05;en;quantifié;executed;executed;1;1;0;1;1;1;0;0;4450.3;4450.0;"SelectionParameter: horodatages seuls"
EN-06;en;clarification;clarification;clarification;1;1;0;1;1;1;0;0;4214.5;4214.2;"SelectionParameter: horodatages seuls"
FR-01;fr;descriptif;executed;executed;1;1;0;1;1;1;0;0;9321.3;9312.9;"SelectionParameter: horodatages seuls"
FR-02;fr;descriptif;executed;executed;1;1;0;1;1;1;0;0;3245.8;3245.6;"SelectionParameter: horodatages seuls"
FR-03;fr;descriptif;executed;executed;1;1;0;1;1;1;0;0;3014.1;3013.8;"SelectionParameter: horodatages seuls"
FR-04;fr;descriptif;executed;executed;1;1;1;1;1;2;0;0;3782.6;3782.4;"SelectionParameter: horodatages seuls"
FR-05;fr;descriptif;executed;executed;1;1;1;1;1;1;1;1;4982.6;4982.4;"SelectionParameter: contenu des filtres/valeurs"
FR-06;fr;descriptif;executed;executed;1;1;0;1;1;1;0;0;4447.8;4447.6;"SelectionParameter: horodatages seuls"
FR-07;fr;descriptif;executed;executed;1;1;0;1;1;1;0;0;4464.7;4464.5;"SelectionParameter: horodatages seuls"
FR-08;fr;descriptif;executed;executed;1;1;0;0;0;0;0;0;1200.1;1199.8;""
FR-09;fr;descriptif;executed;not_understood;0;0;0;0;0;0;0;0;848.9;848.6;"JSON produit non désérialisable | type: attendu [UndoCommand] produit [∅]"
FR-10;fr;descriptif;executed;executed;1;1;0;0;0;0;0;0;1131.2;1131.0;""
FR-11;fr;déictique;executed;executed;1;1;2;0;0;2;0;0;3800.9;3800.6;""
FR-12;fr;déictique;executed;executed;1;1;2;0;0;2;0;0;4132.8;4132.5;""
FR-13;fr;déictique;executed;executed;1;1;1;0;1;1;0;1;2946.7;2946.4;"PointParameter manquant"
FR-14;fr;déictique;executed;executed;1;1;0;1;1;1;0;0;4233.1;4232.8;"SelectionParameter: horodatages seuls"
FR-15;fr;déictique;executed;executed;1;1;1;1;0;1;1;0;4166.1;4165.9;"PointParameter en trop"
FR-16;fr;déictique;executed;executed;1;1;0;1;0;0;1;0;2732.5;2732.2;"SelectionParameter en trop"
FR-17;fr;anaphorique;executed;executed;1;1;1;1;1;2;0;0;3480.6;3480.4;"SelectionParameter: horodatages seuls"
FR-18;fr;anaphorique;executed;executed;1;1;1;0;0;1;0;0;2767.6;2767.4;""
FR-19;fr;anaphorique;executed;executed;1;1;1;0;0;1;0;0;2800.1;2799.9;""
FR-20;fr;anaphorique;executed;executed;1;1;1;0;0;1;0;0;2781.9;2781.5;""
FR-21;fr;quantifié;executed;executed;1;1;1;1;1;2;0;0;4283.5;4283.3;"SelectionParameter: horodatages seuls"
FR-22;fr;quantifié;executed;executed;1;1;0;1;1;1;0;0;3281.4;3281.1;"SelectionParameter: horodatages seuls"
FR-23;fr;quantifié;executed;executed;1;1;0;1;1;1;0;0;4099.6;4099.3;"SelectionParameter: horodatages seuls"
FR-24;fr;quantifié;executed;executed;1;1;0;1;1;1;0;0;3031.6;3031.4;"SelectionParameter: horodatages seuls"
FR-25;fr;clarification;clarification;clarification;1;1;0;1;1;1;0;0;4215.8;4215.6;"SelectionParameter: horodatages seuls"
FR-26;fr;clarification;clarification;not_understood;0;0;0;0;1;0;0;1;1082.5;1082.3;"type: attendu [MoveCommand] produit [] | SelectionParameter manquant"
FR-27;fr;rejet;not_understood;not_understood;1;1;0;0;0;0;0;0;798.7;798.4;""
FR-28;fr;rejet;not_understood;not_understood;1;1;0;0;0;0;0;0;783.8;783.6;""
FR-29;fr;no_match;no_match;executed;1;1;0;1;1;1;0;0;4450.2;4449.8;"SelectionParameter: horodatages seuls"
